created,submission,commit,solver,status,qubits,toffoli,publication_bucket,source_state,metric_delta,mechanism_families,origin_kind,origin_note,worked,blocked,next_action,source_locus_count,first_open
"6/18/26, 6:47 PM",2ab3dd9,a295af5,nasqret,rejected,956,75856553,source-gap closure,source-gap,score=0.0000; q=1; T=0.0000; event=22.12,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/arith/khattar_gidney.rs
"6/19/26, 1:52 AM",0ce9b13,c7a0e1f,nasqret,rejected,952,78159965,low-Q boundary evidence,source-backed,score=0.0000; q=4; T=0.0000; event=34.48,Clean-bit and range-bounded arithmetic; Register sharing and transcript compression; Measured cleanup and phase feedback; Hard-Q metadata compression; Lifecycle loans; Score-model and validation-island effects,selective q-cap regime evidence,"The row shows support targeting can expose low-Q regimes, while residual validation warnings block treating abstract support screens as validators.",regime or rate evidence with score caveat,product-score claim when rejected,use as regime evidence; add source locus before causal attribution,2,low_qubit_regime_screen.csv
"6/19/26, 3:31 PM",44d7d51,f8d23a9,BitWonka,promoted,1164,1413462,mechanism write-up,source-backed,score=0.0626; T=0.0000; event=60.06,Lifecycle loans; Register sharing and transcript compression; Low-scratch arithmetic specialization; Measured cleanup and phase feedback; Score-model and validation-island effects,local lifecycle-loan mechanism,Known-bit loans are a local live-information construction over a reversible-computation lineage; the contribution is the one-bit owner/interval/restoration contract.,mechanism prose with source/proof citations,all-input theorem without separate proof,"write prose from source loci, proof classes, and mechanism families",5,source_loci_by_mechanism.csv
"6/19/26, 9:38 PM",717b405,28fe2f2,alexander-sei,promoted,1164,1391013,source-gap closure,source-gap,score=1.3635; T=0.0000; event=31.36,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,taxonomy_review_roi.csv
"6/19/26, 11:17 PM",a77c9da,a376996,teddyjfpender,rejected,1019,31051277,low-Q/rate material evidence,source/proof-backed,score_saved_pct=0.0000; band_t_saved_pct=1.6362; flags=qband_toffoli_frontier,Clean-bit and range-bounded arithmetic; Recomputation instead of residency; Hard-Q metadata compression; Low-scratch arithmetic specialization; Measured cleanup and phase feedback,low-Q shrunken-PZ route evidence,"The q1019 row adapts shrunken-PZ support scheduling and exposes the second-cancel denominator bottleneck; the key lesson is circuit feasibility, not the field identity alone.",regime or rate evidence with score caveat; regime evidence; avoid product-score claim when rejected; validator-clean low-Q or Pareto evidence; not a product-score improvement; source-backed architecture regime; low-Q/rate boundary evidence and candidate source queue; low-qubit validator-clean regime map,product-score claim when rejected; score-frontier win or static hardware resource claim; single mechanism attribution for the whole regime; architecture mechanism without source-locus/proof closure,use as regime evidence; add source locus before causal attribution; preserve as low-Q evidence; add source before mechanism prose; write from representative source/proof rows; draft mechanism prose from source/proof rows; open the top source paths for the highest-materiality rows,4,low_qubit_regime_screen.csv
"6/20/26, 11:18 AM",6c1a65d,fed64cf,nasqret,promoted,1159,1388180,mechanism write-up,source-backed,score=0.3196; T=0.0000; event=66.32,Measured cleanup and phase feedback; Per-call scheduling and suffix release; Register sharing and transcript compression; Clean-bit and range-bounded arithmetic; Lifecycle loans; Low-scratch arithmetic specialization,local phase-clean scheduling mechanism,Per-call reserves and nonlinear HMR feedback draw on measurement/phase cleanup ideas; the contribution is the source-backed call-indexed schedule and phase-clean cleanup route.,mechanism prose with source/proof citations,all-input theorem without separate proof,"write prose from source loci, proof classes, and mechanism families",7,source_loci_by_mechanism.csv
"6/21/26, 7:41 PM",a3b0148,a203fac,nasqret,rejected,948,54781961,source-gap closure,source-gap,score=0.0000; q=4; event=56.48,Clean-bit and range-bounded arithmetic; Measured cleanup and phase feedback; Hard-Q metadata compression; Score-model and validation-island effects,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/mod.rs
"6/22/26, 4:05 AM",425ac95,ff5c3d6,gnuchev,rejected,947,61946637,source-gap closure,source-gap,score=0.0000; q=1; T=0.0000; event=22.12,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/mod.rs
"6/23/26, 11:20 AM",341d096,e7dd3de,nasqret,rejected,851,464495956,source-gap closure,source-gap,score=0.0000; q=96; T=0.0000; event=33.52,Hard-Q metadata compression,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/23/26, 6:22 PM",7c3bf1d,903ac93,gopikannappan,rejected,850,472528660,source-gap closure,source-gap,score=0.0000; q=1; event=38.12,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/23/26, 7:39 PM",a6aec81,43ad642,gopikannappan,rejected,846,508948948,source-gap closure,source-gap,score=0.0000; q=4; T=0.0000; event=22.48,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/24/26, 6:24 AM",8d8959b,1b836a8,nasqret,rejected,844,464285308,source-gap closure,source-gap,score=0.0000; q=2; T=1.7445; event=39.11,Clean-bit and range-bounded arithmetic; Measured cleanup and phase feedback,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/24/26, 9:14 AM",c8da0d2,cbbf3f0,gnuchev,rejected,843,450381388,source-gap closure,source-gap,score=0.0000; q=1; T=2.9947; event=39.62,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/24/26, 9:18 AM",9e06bd4,be568e6,nasqret,rejected,839,404790700,source-gap closure,source-gap,score=0.0000; q=4; T=10.1227; event=43.54,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/24/26, 12:01 PM",3b3492d,552e535,gnuchev,rejected,838,423137404,source-gap closure,source-gap,score=0.0000; q=1; T=0.0000; event=22.12,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/24/26, 1:48 PM",05f3483,7386c44,nasqret,rejected,837,402545932,source-gap closure,source-gap,score=0.0000; q=1; T=0.5546; event=38.40,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/24/26, 4:27 PM",eb1db87,1dd61ca,nasqret,rejected,829,448103948,source-gap closure,source-gap,score=0.0000; q=8; T=0.0000; event=22.96,Unclassified support row,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/25/26, 7:14 AM",39a9b5f,2857418,nasqret,rejected,828,448102916,low-Q boundary evidence,source-backed,score=0.0000; q=1; T=0.0000; event=46.12,Hard-Q metadata compression; Lifecycle loans; Register sharing and transcript compression; Measured cleanup and phase feedback,hard-Q route-composition evidence,"The row composes ordinary hosted classes and quotient-witness classes into a hard-Q route table; it is regime evidence, not a product-score win.",regime or rate evidence with score caveat,product-score claim when rejected,use as regime evidence; add source locus before causal attribution,1,low_qubit_regime_screen.csv
"6/25/26, 3:29 PM",a08eaaf,6e904cd,nasqret,rejected,827,485326460,source-gap closure,source-gap,score=0.0000; q=1; T=0.0000; event=22.12,Register sharing and transcript compression; Measured cleanup and phase feedback; Hard-Q metadata compression; Lifecycle loans,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/25/26, 4:37 PM",f1d8707,eccd1c4,nasqret,rejected,826,479337428,source-gap closure,source-gap,score=0.0000; q=1; T=0.0000; event=40.12,Register sharing and transcript compression; Clean-bit and range-bounded arithmetic; Measured cleanup and phase feedback; Hard-Q metadata compression; Lifecycle loans,unresolved source-gap,"Metric or note evidence is strong enough to preserve the row, but novelty and mechanism credit are blocked until source loci and proof duties are closed.",source-curation target before mechanism prose,causal mechanism claim before source closure,inspect note and diff before making a mechanism claim,0,src/point_add/trailmix_port/inversion/register_shared_eea_reference.rs
"6/26/26, 4:47 PM",b6f2b0a,e6d9fa9,nasqret,rejected,825,489161900,low-Q boundary evidence,source-backed,score=0.0000; q=1; T=0.0000; event=64.12,Lifecycle loans; Hard-Q metadata compression; Recomputation instead of residency; Clean-bit and range-bounded arithmetic; Register sharing and transcript compression; Measured cleanup and phase feedback,hard-Q metadata-compression evidence,The row is score-rejected but source-backed: quotient-witness handoff and hosted predicate lifecycle show a route into extreme low-width metadata compression.,regime or rate evidence with score caveat,product-score claim when rejected,"write prose from source loci, proof classes, and mechanism families",4,low_qubit_regime_screen.csv
"6/26/26, 6:06 PM",71f5115,d44cad3,BitWonka,promoted,1152,1364230,mechanism write-up,source-backed,score=0.3401; T=0.0110; event=100.35,Low-scratch arithmetic specialization; Per-call scheduling and suffix release; Clean-bit and range-bounded arithmetic; Measured cleanup and phase feedback; Register sharing and transcript compression; Lifecycle loans,local late-frontier carry-release mechanism,Low-ancilla arithmetic makes carries first-class; the contribution is the source-backed suffix release of the specific FFG carry lane plus small square/coordinate reductions.,mechanism prose with source/proof citations,all-input theorem without separate proof,"write prose from source loci, proof classes, and mechanism families",8,source_loci_by_mechanism.csv
